title,location,price,bedrooms,bathrooms,toilets,property_type,url
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3289548-exclusive-4-bedroom-terrace-duplex-bq-with-excellent-facilities
5 bedroom detached duplex for rent,"Cowrie Creek Estate, Ikate, Lekki, Lagos","₦40,000,000per annum",5,6,7,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3289634-brand-new-5-bedroom-detached-duplex-with-bq-swimming-pool
2 bedroom flat / apartment for rent,"Richmond Gate Estate 1, Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3289663-2-bedrooms-apartment
1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3289950-high-rise-1-bedroom-apartment-with-panoramic-views
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3289957-spacious-4-bedroom-terrace-duplex-with-private-bq
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3290007-spacious-4-bedroom-terrace-duplex-with-private-bq
3 bedroom flat / apartment for rent,"By Nicon Town Estate, Spar Road, Ikate, Lekki, Lagos","₦14,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/2194945-3-bedrooms-apartment
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3290398-fully-furnished-4-bedroom-semi-detached-house-with-bq
3 bedroom house for rent,"Off Meadow-hall Way, Ikate, Lekki, Lagos","₦15,000,000per annum",3,0,0,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3290707-2-units-of-3-bedroom-flats-in-a-prime-location
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3290788-new-4-bedroom-terraced-duplex
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3290866-2-bedroom-terraced-duplex
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286921-fully-furnished-serviced-3-bedrooms-maisonette-with-swimming-pool
1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦4,500,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287039-polished-1-bedroom-flat
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287068-luxurious-3-bedroom-apartment-in-a-serene-location
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286926-furnished-3-bedrooms-terraced-duplex-with-swimming-pool-gym
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3287103-1-bedroom-apartment-7th-floor
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦8,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287105-serviced-2-bedrooms-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287112-2-bedrooms-apartment-available
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287124-spacious-3-bedrooms-apartment-available
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3287159-furnished-3-bedroom-terrace-duplex-in-a-secured-estate
1 bedroom flat / apartment for rent,"Freedom Way, Ikate, Lekki, Lagos","₦8,000,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287253-fully-serviced-one-bedroom-apartment
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3287258-3-bedroom-fully-furnished-fully-service-terrace-duplex
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,0,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3287424-luxury-fully-furnished-3-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"By Blenco, Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287606-a-3-bedroom-flat
3 bedroom flat / apartment for rent,"Off Freedom Way, Ikate, Lekki, Lagos","₦15,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287241-fully-serviced-spacious-3-bedroom-maisonette
2 bedroom flat / apartment for rent,"Off Freedom Way, Ikate, Lekki, Lagos","₦11,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287247-fully-serviced-2-bedroom-apartment-with-elevator
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286733-4-bedroom-terrace-duplex-bq
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3286363-a-very-spacious-self-service-5-bedroom-fully-detached-duplex
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3287846-4-bedrooms-terraced-duplex-bq
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,0,0,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3287981-3-bedroom-fully-furnished-fully-service-terrace
Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦2,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3288264-single-room-ensuit-in-a-shared-apartment-with-ac-in-a-secure-estate
4 bedroom terraced duplex for rent,"Kusenla Road, Ikate, Lekki, Lagos","₦15,000,000per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3285197-luxury-four-bedroom-terrace-duplex-with-excellent-facilities
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3285306-5-bedroom-fully-detached-duplex-with-a-bq
Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦4,700,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3232234-luxury-fully-furnished-studio-apartment
1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3285560-1-bedroom-apartment
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3285681-luxury-3bedroom
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3285691-beautiful-2bedroom-flat-with-swimming-pool-and-gym
5 bedroom detached duplex for rent,"Off Freedom Way By Par, Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3285854-luxury-self-service-5-bedroom-fully-detached-duplex-with-bq
4 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4,5,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3286264-brand-new-4-bedroom-terrace-duplex-with-bq
Self contain (single rooms) for rent,"Chisco, Ikate, Lekki, Lagos","₦3,500,000",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3286313-spacious-and-neat-studio-apartment-in-a-serene-estate
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦40,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3286426-brand-new-5-bedrooms-detached-duplex
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3286467-luxury-5-bedrooms-fully-detached-duplex-at-ikate
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286475-fully-serviced-3-bedrooms-terrace-duplex-at-ikate
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286628-luxury-4-bedroom-terrace-duplex-with-excellent-facility
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦12,000,000",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3286629-brandnew-miniflat-with-gym-and-swimming-pool
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3286728-5-bedrooms-detached-duplex
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286730-furnished-2-bedroom-apartment-with-swimming-pool-and-elevator
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286349-2-bedroom-apartment
1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286821-1-bedroom-apartment
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3286857-1-bedroom-room-and-parlor
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286859-luxury-3-bedroom-apartment
2 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos","₦6,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3035864-standard-luxury-2-bedroom-apartment-with-excellent-facilities
1 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos","₦2,000,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3058020-fully-serviced-studio-apartment
2 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos","₦3,500,000per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3096823-nice-and-standard-2-bedroom-flat
2 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos","₦9,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3118543-well-built-fully-furnished-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Greenview Estate, Agungi, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3005168-brand-new-2-bedrooms-apartment-in-an-estate
5 bedroom house for rent,"Agungi, Lekki, Lagos","₦7,000,000per annum",5,0,0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/agungi/3122008-spacious-5-bedroom-semidetached-duplex-with-a-gatehouse
5 bedroom detached duplex for rent,"Western Foreshore Estate, Agungi, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/agungi/3042041-6-bedroom-duplex-fully-detached
5 bedroom detached duplex for rent,"Off Domino Pizza, Agungi, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/agungi/3047067-5-bedrooms-duplex
5 bedroom detached duplex for rent,"Agungi, Lekki, Lagos","₦23,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/agungi/3047708-fully-furnished-5-bedroom-luxury-duplex
4 bedroom detached duplex for rent,"Agungi, Lekki, Lagos","₦12,000,000per annum",4,4,4,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/agungi/3058005-self-service-4-bedroom-duplex-with-bq-and-self-compound
5 bedroom detached duplex for rent,"Chevron Ext, Via Osapa,, Agungi, Lekki, Lagos","₦23,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/agungi/3081417-a-5-bedroom-duplex
1 bedroom mini flat (room and parlour) for rent,"Agungi, Lekki, Lagos","₦3,800,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/agungi/3058075-spacious-mini-flat-with-open-plan
1 bedroom mini flat (room and parlour) for rent,"Osapa Extension, Agungi, Lekki, Lagos","₦3,000,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/agungi/3086391-mini-flat-with-open-plan-kitchen
1 bedroom mini flat (room and parlour) for rent,"Agungi, Lekki, Lagos","₦2,500,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/agungi/3096846-nice-and-standard-mini-flat
1 bedroom mini flat (room and parlour) for rent,"Agungi, Lekki, Lagos","₦2,500,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/agungi/3096850-nice-and-standard-mini-flat
1 bedroom mini flat (room and parlour) for rent,"Agungi, Lekki, Lagos","₦4,500,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/agungi/3125324-1-bedroom-apartment
4 bedroom semi-detached duplex for rent,"Agungi, Lekki, Lagos","₦12,000,000per annum",4,4,6,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/agungi/3048990-a-neatly-and-massively-built-4-bedroom-semi-detached-duplex-and-a-bq
4 bedroom semi-detached duplex for rent,"Friends Colony Estate, Agungi, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/agungi/3079492-4-bedroom-semi-detached-duplex
