title,location,price,bedrooms,bathrooms,toilets,property_type,url
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3291003-three-bedroom-terraced-duplex
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦9,000,000per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3291013-three-bedroom-flat
Office space for rent,"Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦57,500,000per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3291039-luxury-newly-renovated-open-space-on-commercial-road
3 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦16,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3291041-3-bedroom-duplex-fully-serviced
4 bedroom terraced duplex for rent,"Lekki Right, Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3291094-fully-furnished-4-bedroom-maisonette-with-bq
4 bedroom semi-detached duplex for rent,"Off Nike Art Gallery Road, Lekki Phase 1, Lekki, Lagos","₦30,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3031349-serviced-and-furnished-4-bedroom-semi-detached-duplex
5 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦50,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3291125-5-bedroom-semidetached-duplex-with-bq
2 bedroom flat / apartment for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290327-2-bedroom-terrace-duplex
5 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3290344-5-bedroom-duplex-with-bq
5 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3290349-5-bedroom-duplex-with-bq
3 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3290368-3-bedroom-penthouse
3 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3290374-3-bedroom-penthouse
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290379-2-bedroom-apartment
5 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3290024-a-large-5-bedroom-semi-detached-house-with-2-bq
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290381-2-bedroom-apartment
3 bedroom flat / apartment for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3044268-newly-build-3-bedroom-apartment
4 bedroom semi-detached duplex for rent,"Off Durotimi Eti Road., Lekki Phase 1, Lekki, Lagos","₦45,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3028832-newly-furnished-4-bedroom-semi-detached-apartment
3 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦40,000,000per annum",3,3,4,3 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3290421-3-bedroom-waterfront-duplex
3 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦40,000,000per annum",3,3,4,3 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3290426-3-bedrooms-waterfront-duplex
3 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3287255-exquisite-3-bedroom-apartment
4 bedroom semi-detached duplex for rent,"Anthony Etukudoh Street, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",4,5,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/2706728-4-bedroom-semi-detached-house
5 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦30,000,000per annum",5,5,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3290457-spacious-5-bedrooms-semi-detached-duplex-with-bq
2 bedroom flat / apartment for rent,"Giro Edomite Street, By Rosemore School, Lekki Phase 1, Lekki, Lagos","₦3,500,000per month",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290475-2-bedrooms-luxury-furnished-apartment
2 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦13,000,000per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290484-3-units-of-well-maintained-2-bedroom-apartment
3 bedroom flat / apartment for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos","₦22,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290536-luxuriously-furnished-3-bedroom-penthouse
3 bedroom flat / apartment for rent,"Nike Art Gallary, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290566-luxury-3-bedroom-apartment-with-excellent-finishing
Shop for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦4,500,000per annum",0,1,1,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/lekki-phase-1/3290572-portable-shop-space
3 bedroom commercial property for rent,"By Nike Art Gallery, Ikate, Lekki, Lagos","₦160,000,000",3,3,4,3 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/lekki/ikate/3255854-block-of-8-units-of-3-bedrooms-with-a-bq
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3260785-luxury-4-bedroom-duplex-with-bq-and-swimming-pool
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3258923-unfurnished-4-bedroom-terrace-duplex-with-bq-fitted-kitchen
2 bedroom terraced duplex for rent,"Salem, Ikate, Lekki, Lagos","₦13,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3258069-luxury-fully-furnished-2-bedrooms-terraced-duplex
2 bedroom terraced duplex for rent,"Salem Bus Stop, Ikate, Lekki, Lagos","₦15,000,000per annum",2,3,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3252200-fully-furnished-and-serviced-2-bedroom-duplex-with-gym-pool
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3253091-serviced-furnished-4-bedroom-semi-detached-with-247-power-pool-gym
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3259646-brand-newly-built-furnished-services-1-bedroom-apartments-247-power
5 bedroom detached duplex for rent,"Cowrie Creek, Ikate, Lekki, Lagos","₦40,000,000per annum",5,0,0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3254763-luxury-5-bedroom-detached-duplex
Commercial property for rent,"Nike Art Gallery, Facing Coastal Road, Ikate, Lekki, Lagos","₦160,000,000per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/lekki/ikate/3258072-brand-new-8-units-of-3-bedrooms-apartments-with-a-bq-each-for-corporate
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3256919-furnished-2-bedroom
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3261803-3-bedroom-flat-downstairs
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3261546-3-bedrooms-apartment-with-fitted-kitchen
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3261273-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦11,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3260953-fully-furnished-2-bedroom-apartment
3 bedroom flat / apartment for rent,"Salem, Ikate, Lekki, Lagos","₦8,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3260489-newly-built-3-bedroom-serviced-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3260172-brand-new-3-bedrooms-apartment
2 bedroom flat / apartment for rent,"Platinum Way, Ikate, Lekki, Lagos","₦6,000,000per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3209031-a-nice-and-very-spacious-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate Lekki, Ikate, Lekki, Lagos","₦7,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3255926-2-bedroom
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3255484-2-bedroom-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3254912-fully-furnished-3-bedroom-flat-comes-swimming-pool
2 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3246839-beautifully-furnished-2-bedroom-terrace-duplex
Plaza / complex / mall for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",0,0,2,Plaza / complex / mall for rent,https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/lagos/lekki/ikate/3245845-100sqm-commercial-space-available
4 bedroom terraced duplex for rent,"Kunsela Road, Ikate, Lekki, Lagos","₦20,000,000per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3249264-4-bedroom-terrace-duplex-with-bq
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦17,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3222558-lovely-4-bedroom-terrace-duplex-with-bq
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦17,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3246300-spacious-4-bedrooms-terraced-duplex
2 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3242144-fully-furnished-serviced-2-bedroom-terrace-duplex
4 bedroom semi-detached duplex for rent,"By Nike Arts, Ikate, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3247836-a-4-bedroom-duplex
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3245561-fully-furnished-serviced-4-bedroom-semi-detached
4 bedroom semi-detached duplex for rent,"Victoria Bay Estate, Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3245697-luxury-fully-furnished-4-bedroom-semi-detached-duplex-with-a-bq
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3244143-fully-furnished-4-bedroom-semi-detached-with-a-bq
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3243558-fully-furnished-and-serviced-4-bedroom-duplex-with-pool-and-gym
2 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3243332-brand-new-2-bedroom-semi-detached-duplex-with-bq-in-a-secured-environs
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3242528-fully-furnished-4-bedroom-semi-detached-duplex
Self contain (single rooms) for rent,"Prime Waters Estate, Ikate, Lekki, Lagos","₦1,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3252325-single-room-self-contained-available
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦5,000,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3248550-well-maintained-mini-flat
5 bedroom detached duplex for rent,"Stillwater Gardens  Chisco Busstop, Ikate, Lekki, Lagos","₦15,000,000per annum",5,6,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3245979-nice-detached-house-on-600sqm-plot
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3249924-spacious-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3248915-2-bedrooms
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3247795-luxury-3-bedroom-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3247225-3-bedroom-apartment-furnished-with-bq
2 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3242249-fully-furnished-serviced-2-bedroom-terrace-duplex
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3238286-luxury-3-bedroom
5 bedroom terraced duplex for rent,"Cyberville Estate, Ikate, Lekki, Lagos","₦12,000,000per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3235199-well-serviced-5-bedroom-terraced-duplex-with-excellent-facilities
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3234666-fully-serviced-4-bedroom-terrace-corner-pics-excellent-facilities
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦22,000,000per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3216202-fully-serviced-4-bedroom-terrace-duplex-with-bq
2 bedroom terraced duplex for rent,"Seagate Estate, Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3231691-well-maintained-fully-serviced-2-bedrooms-terraced-with-24-hours-light
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3241825-4-bedroom-semi-detached-with-roof-top-terrace-and-bq
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",4,5,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3230731-maintained-4-bedroom-semi-detached-duplex
5 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3233291-furnished-5-bedroom-semi-detached-duplex-with-bq
1 bedroom mini flat (room and parlour) for rent,"Chisco, Ikate, Lekki, Lagos","₦5,000,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3241026-brand-new-room-and-mini-parlor
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3234447-spacious-5-bedroom-duplex-with-a-bq-in-a-serene-and-secured-location
5 bedroom detached duplex for rent,"Cowrie Creek Estate, Ikate, Lekki, Lagos","₦40,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3233649-newly-spacious-5-bedroom-detached-duplex-with-a-bq-in-a-secured-estate
4 bedroom house for rent,"Ikate, Lekki, Lagos","₦18,000,000per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3231372-serviced-4-bedroom-massionete
3 bedroom house for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3231355-spacious-3-bedroom-apartment
1 bedroom house for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,2,2,1 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3231208-luxury-1-bedroom-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3242324-3-bedroom-flat
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3242307-2-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"Salem, Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3241513-newly-built-exotic-3-bedroom-apartment-upstairs-video-available
3 bedroom flat / apartment for rent,"Salem, Ikate, Lekki, Lagos","₦8,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3238387-3-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3233337-sharp-2-bedroom-flat
2 bedroom terraced duplex for rent,"Off Kusenla, Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3230619-well-maintained-fully-serviced-2-bedroom-terraced-loft-with-open-kitchen
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3230058-brand-new-4-bedroom-terrace-with-bq
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3225310-newly-built-4-bedrooms-terraced-duplex
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3223629-4-bedroom-terrace-duplex-bq
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3222986-4-bedroom-semi-detached-duplex
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦4,500,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3228681-exclusive-standard-and-clean-mini-flat
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦3,000,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3222679-new-built-1-bedroom-apartment
4 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦700,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3230159-newly-built-4-bedroom-semi-detached-duplex-with-bq
5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3224896-5-bedroom-detached-duplex
3 bedroom house for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3231203-luxury-3-bedroom-apartment
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3231119-newly-built-2-bedroom-apartment
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3230803-brand-new-2-bedroom-apartments
4 bedroom house for rent,"Ikate, Lekki, Lagos","₦17,000,000per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3230766-newly-built-4-bedroom-duplex
4 bedroom house for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3224712-luxury-spacious-4-bedroom-terrace-duplex-with-a-room-bq
2 bedroom flat / apartment for rent,"Seagate Estate Off Kunsela Road, Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3230620-fully-serviced-2-bedroom-apartment
